No,Food Name,Calorie,Carbohidrat,Fat,Protein,Price,link foto,how to cook,
27,"Beef yakiniku, masakan",132,10,1,21,"38,000",https://asset.kompas.com/crops/awoHyKStB8lI_yqs1PTI3VjIHsE=/78x42:958x629/750x500/data/photo/2022/12/08/6391613d09412.jpg,"Bahan-bahan:

- 150 gram daging sapi, iris tipis
- 2 sendok makan saus yakiniku
- 1 sendok makan kecap manis
- 1 sendok makan mirin (anggur masak Jepang)
- 1 sendok makan minyak sayur
- 1/2 sendok teh bubuk bawang putih
- 1/2 sendok teh bubuk jahe
- 1/2 sendok teh gula pasir
- Minyak sayur, secukupnya untuk menggoreng

Langkah-langkah:

1. Dalam sebuah wadah, campurkan saus yakiniku, kecap manis, mirin, minyak sayur, bubuk bawang putih, bubuk jahe, dan gula pasir. Aduk rata hingga semua bahan tercampur dengan baik.

2. Masukkan iris daging sapi ke dalam adonan saus yakiniku. Pastikan semua bagian daging terbalut dengan rata oleh saus. Diamkan selama minimal 30 menit agar daging meresap bumbu dengan baik.

3. Panaskan minyak sayur dalam wajan dengan api sedang.

4. Tiriskan daging sapi dari marinasi, lalu masukkan ke dalam wajan panas. Tumis daging sapi hingga matang sesuai dengan tingkat kematangan yang diinginkan.

5. Setelah daging matang, tuangkan sisa marinasi ke dalam wajan. Masak selama beberapa menit hingga saus mengental dan melekat pada daging.

6. Angkat daging sapi yakiniku dari wajan dan sajikan dengan nasi hangat atau dalam bentuk hidangan yakiniku dengan irisan tipis daun selada, mentimun, dan nasi.

Selamat mencoba!
","Beef yakiniku, masakan"
28,"Soto padang, masakan",127,6,7,11,"15,000",https://cdn0-production-images-kly.akamaized.net/zZ_-mjEWLrKnTDYdUD4IME9YEts=/1200x675/smart/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/962769/original/052946500_1440157100-20150822-Soto-Padang.jpg,"Bahan-bahan:

- 150 gram daging sapi, rebus dan suwir-suwir
- 1 lembar daun jeruk, sobek-sobek
- 1 batang serai, memarkan
- 2 cm jahe, memarkan
- 2 siung bawang putih, haluskan
- 1 sendok teh ketumbar bubuk
- 1/2 sendok teh merica bubuk
- 1/2 sendok teh garam
- 1/2 sendok teh gula pasir
- 2 sendok makan minyak goreng
- 400 ml kaldu sapi
- 50 gram bihun, seduh dengan air panas
- 1 sendok makan kecap manis
- 1 sendok makan air jeruk nipis
- Pelengkap: tauge, daun bawang iris, seledri iris, bawang merah goreng, kerupuk, sambal

Langkah-langkah:

1. Panaskan minyak goreng dalam panci dengan api sedang.

2. Tumis bawang putih, jahe, daun jeruk, dan serai hingga harum.

3. Tambahkan daging sapi suwir dan aduk rata dengan bumbu tumis.

4. Masukkan ketumbar bubuk, merica bubuk, garam, dan gula pasir. Aduk rata.

5. Tuangkan kaldu sapi ke dalam panci dan masak hingga mendidih.

6. Tambahkan kecap manis dan air jeruk nipis. Aduk rata.

7. Siapkan mangkuk saji. Letakkan bihun seduh di dasar mangkuk.

8. Tuangkan soto Padang ke dalam mangkuk, pastikan daging sapi terendam oleh kuah.

9. Hias dengan tauge, daun bawang iris, seledri iris, dan bawang merah goreng.

10. Sajikan Soto Padang dengan kerupuk dan sambal sebagai pelengkap.

Selamat mencoba!
","Soto padang, masakan"
29,"Soto pekalongan, masakan",94,3,7,5,"16,000",https://i0.wp.com/resepkoki.id/wp-content/uploads/2016/05/Resep-Tauto-pekalongan.jpg?fit=1656%2C1920&ssl=1,"Bahan-bahan:

- 150 gram daging ayam, rebus dan suwir-suwir
- 1 lembar daun salam
- 1 batang serai, memarkan
- 2 cm jahe, memarkan
- 2 siung bawang putih, haluskan
- 1 sendok teh merica bubuk
- 1/2 sendok teh garam
- 1/2 sendok teh gula pasir
- 2 sendok makan minyak goreng
- 400 ml kaldu ayam
- 50 gram bihun, seduh dengan air panas
- 1 butir telur, rebus dan iris menjadi dua
- Pelengkap: tauge, daun seledri, daun bawang, bawang goreng, irisan jeruk nipis, sambal

Langkah-langkah:

1. Panaskan minyak goreng dalam panci dengan api sedang.

2. Tumis bawang putih, daun salam, serai, dan jahe hingga harum.

3. Tambahkan daging ayam suwir dan aduk rata dengan bumbu tumis.

4. Masukkan merica bubuk, garam, dan gula pasir. Aduk rata.

5. Tuangkan kaldu ayam ke dalam panci dan masak hingga mendidih.

6. Siapkan mangkuk saji. Letakkan bihun seduh di dasar mangkuk.

7. Tuang soto Pekalongan ke dalam mangkuk, pastikan daging ayam terendam oleh kuah.

8. Hias dengan tauge, daun seledri, daun bawang, dan bawang goreng.

9. Tambahkan irisan telur rebus dan irisan jeruk nipis di atasnya.

10. Sajikan Soto Pekalongan dengan sambal sebagai pelengkap.

Selamat mencoba!
","Soto pekalongan, masakan"
30,"Soto pemalang, masakan",75,4,5,4,"17,000",https://shopee.co.id/inspirasi-shopee/wp-content/uploads/2019/09/soto-tauto-pekalongan_crysthy.blogspot.com_-900x605-1.jpg,"Bahan-bahan:

- 150 gram daging ayam, rebus dan suwir-suwir
- 1 lembar daun salam
- 1 batang serai, memarkan
- 2 cm jahe, memarkan
- 2 siung bawang putih, haluskan
- 1 sendok teh merica bubuk
- 1/2 sendok teh garam
- 1/2 sendok teh gula pasir
- 2 sendok makan minyak goreng
- 400 ml kaldu ayam
- 50 gram bihun, seduh dengan air panas
- 1 butir telur, rebus dan iris menjadi dua
- Pelengkap: tauge, daun seledri, daun bawang, bawang goreng, irisan jeruk nipis, sambal

Langkah-langkah:

1. Panaskan minyak goreng dalam panci dengan api sedang.

2. Tumis bawang putih, daun salam, serai, dan jahe hingga harum.

3. Tambahkan daging ayam suwir dan aduk rata dengan bumbu tumis.

4. Masukkan merica bubuk, garam, dan gula pasir. Aduk rata.

5. Tuangkan kaldu ayam ke dalam panci dan masak hingga mendidih.

6. Siapkan mangkuk saji. Letakkan bihun seduh di dasar mangkuk.

7. Tuang soto Pemalang ke dalam mangkuk, pastikan daging ayam terendam oleh kuah.

8. Hias dengan tauge, daun seledri, daun bawang, dan bawang goreng.

9. Tambahkan irisan telur rebus dan irisan jeruk nipis di atasnya.

10. Sajikan Soto Pemalang dengan sambal sebagai pelengkap.

Selamat mencoba!
","Soto pemalang, masakan"
32,Nasi tim,120,2,0,26,"20,000",https://awsimages.detik.net.id/community/media/visual/2019/07/02/497e52a2-52b1-4e93-8b27-a2fc75027f44_43.jpeg?w=600&q=90,"Bahan-bahan:

- 1/2 cup beras
- 1/2 cup kaldu ayam
- 1 butir telur, kocok lepas
- 1 sendok teh minyak wijen
- 1 sendok teh saus tiram
- 1/2 sendok teh kecap asin
- 1/4 sendok teh garam
- Daun bawang, iris tipis
- Seledri, iris tipis
- Bawang merah goreng, untuk taburan

Langkah-langkah:

1. Cuci bersih beras dan rendam dalam air selama 30 menit. Tiriskan.

2. Panaskan kaldu ayam hingga mendidih. Tambahkan beras yang sudah direndam dan rebus dengan api kecil hingga kaldu diserap dan nasi matang.

3. Campurkan telur kocok, minyak wijen, saus tiram, kecap asin, dan garam. Aduk rata.

4. Tuangkan campuran telur ke atas nasi dan aduk perlahan hingga tercampur rata. Tutup panci dan biarkan nasi matang dalam uap selama sekitar 10-15 menit.

5. Angkat nasi tim dari panci dan sajikan dalam piring saji. Taburi dengan daun bawang, seledri, dan bawang merah goreng.

6. Nasi Tim siap disajikan sebagai hidangan utama atau sebagai pendamping hidangan lainnya.

Selamat mencoba!
",Nasi tim
34,Bihun goreng instan,381,6,4,80,"15,000",https://img-global.cpcdn.com/recipes/d23ca357cf40427f/mq70/photo.jpg,"Bahan-bahan:

- 50 gram bihun kering
- 1 butir telur
- 1 siung bawang putih, cincang halus
- 1 batang daun bawang, iris tipis
- 50 gram daging ayam, potong dadu kecil
- 2 sendok makan kecap manis
- 1 sendok makan saus tiram
- 1/2 sendok teh garam
- 1/4 sendok teh merica bubuk
- 1 sendok teh minyak sayur
- 1 sendok teh minyak wijen (opsional)
- Daun seledri atau daun ketumbar untuk taburan (opsional)

Langkah-langkah:

1. Rendam bihun dalam air panas selama 5-10 menit hingga lembut. Tiriskan dan sisihkan.

2. Panaskan minyak sayur dalam wajan atau penggorengan.

3. Tumis bawang putih hingga harum, kemudian tambahkan daging ayam dan masak hingga matang.

4. Pindahkan daging ayam ke satu sisi wajan, lalu pecahkan telur di sisi lainnya. Aduk telur hingga berbutir.

5. Masukkan bihun yang sudah direndam dan aduk rata dengan telur dan daging ayam.

6. Tambahkan kecap manis, saus tiram, garam, dan merica bubuk. Aduk rata hingga semua bahan tercampur merata.

7. Masak bihun goreng hingga matang dan bumbu meresap, sekitar 3-5 menit.

8. Jika diinginkan, tambahkan minyak wijen dan aduk rata.

9. Angkat bihun goreng dari wajan dan sajikan dalam piring saji.

10. Taburi dengan irisan daun bawang, dan jika diinginkan, tambahkan daun seledri atau daun ketumbar sebagai hiasan.

Selamat mencoba!
",Bihun goreng instan
35,Bihun Jagung,354,1,0,87,"18,000",https://nilaigizi.com/assets/images/produk/produk_1565762141.jpeg,"Bahan-bahan:

- 50 gram bihun jagung kering
- 1 butir telur, kocok lepas
- 1 siung bawang putih, cincang halus
- 1 batang daun bawang, iris tipis
- 50 gram daging ayam atau udang, potong-potong
- 1/2 sendok teh garam
- 1/4 sendok teh merica bubuk
- 1 sendok makan minyak sayur
- 1 sendok teh saus tiram
- 1 sendok makan kecap manis
- Daun seledri atau daun ketumbar untuk taburan (opsional)

Langkah-langkah:

1. Rendam bihun jagung dalam air panas selama 5-10 menit hingga lembut. Tiriskan dan sisihkan.

2. Panaskan minyak sayur dalam wajan atau penggorengan.

3. Tumis bawang putih hingga harum, lalu masukkan daging ayam atau udang. Masak hingga matang.

4. Dorong daging ayam atau udang ke satu sisi wajan, lalu tuang telur kocok di sisi lainnya. Aduk telur hingga berbutir.

5. Masukkan bihun jagung yang sudah direndam dan aduk rata dengan telur dan daging ayam atau udang.

6. Tambahkan garam, merica bubuk, saus tiram, dan kecap manis. Aduk rata hingga semua bahan tercampur merata.

7. Masak bihun jagung hingga matang dan bumbu meresap, sekitar 3-5 menit.

8. Angkat bihun jagung dari wajan dan sajikan dalam piring saji.

9. Taburi dengan irisan daun bawang, dan jika diinginkan, tambahkan daun seledri atau daun ketumbar sebagai hiasan.

Selamat mencoba!
",Bihun Jagung
36,Nasi jagung,357,9,1,80,"12,000",https://img-global.cpcdn.com/recipes/2525049_e6b7d57be117b038/400x400cq70/photo.jpg,"Bahan-bahan:

- 1/2 cup beras
- 1/4 cup jagung pipil (bisa menggunakan jagung kalengan yang sudah dikeringkan)
- 1/2 cup air
- 1/2 cup air kaldu ayam (opsional)
- 1/2 sendok teh garam
- 1 sendok teh mentega (opsional)

Langkah-langkah:

1. Cuci bersih beras hingga air bening, lalu tiriskan.

2. Campurkan beras, jagung pipil, air, dan air kaldu ayam (jika menggunakan) ke dalam panci.

3. Tambahkan garam dan mentega (jika menggunakan) ke dalam panci. Aduk rata.

4. Tutup panci dengan rapat dan masak nasi menggunakan api sedang hingga matang.

5. Setelah nasi matang, biarkan selama beberapa menit untuk meresap dan menjadi lebih pulen.

6. Angkat tutup panci dan aduk nasi dengan garpu untuk mengeluarkan uap.

7. Sajikan Nasi Jagung hangat sebagai pendamping hidangan favorit Anda.

Selamat mencoba!
",Nasi jagung
37,"Jagung muda, rebus",142,5,1,30,"5,000",https://img-global.cpcdn.com/recipes/dcd37b2c77227e9b/1200x630cq70/photo.jpg,"Bahan-bahan:

- 1 buah jagung muda
- Air secukupnya
- 1/2 sendok teh garam (opsional)
- Mentega atau margarin (opsional)

Langkah-langkah:

1. Bersihkan jagung muda dengan membersihkan kulit dan serat-serat yang ada.

2. Potong jagung muda menjadi beberapa bagian sesuai selera.

3. Siapkan panci dan tambahkan air secukupnya untuk merebus jagung.

4. Tambahkan garam ke dalam air rebusan (jika menggunakan).

5. Masukkan potongan jagung ke dalam panci dengan air yang sudah mendidih.

6. Rebus jagung muda dengan api sedang hingga empuk, sekitar 10-15 menit.

7. Setelah jagung matang, angkat dan tiriskan air rebusan.

8. Sajikan jagung muda rebus hangat dengan tambahan mentega atau margarin (jika diinginkan).

Selamat menikmati jagung muda rebus yang segar dan lezat!

Catatan: Anda juga dapat menambahkan bumbu atau rempah sesuai selera, seperti lada atau bubuk cabe, untuk memberikan cita rasa tambahan pada jagung muda rebus.
","Jagung muda, rebus"
39,"Jagung kuning pipil, rebus",154,4,4,28,"8,000",https://m.ftscrt.com/food/2d4bb4ec-a3bb-4cf1-88ab-a0b29a9247a1_lg_sq.jpg,"Bahan-bahan:

- 1/2 cup jagung kuning pipil (bisa menggunakan jagung kalengan yang sudah dikeringkan)
- Air secukupnya
- 1/2 sendok teh garam (opsional)
- Mentega atau margarin (opsional)

Langkah-langkah:

1. Siapkan panci dan tambahkan air secukupnya untuk merebus jagung.

2. Tambahkan garam ke dalam air rebusan (jika menggunakan).

3. Masukkan jagung kuning pipil ke dalam panci dengan air yang sudah mendidih.

4. Rebus jagung kuning pipil dengan api sedang hingga empuk, sekitar 8-10 menit.

5. Setelah jagung matang, angkat dan tiriskan air rebusan.

6. Sajikan jagung kuning pipil rebus hangat dengan tambahan mentega atau margarin (jika diinginkan).

Selamat menikmati jagung kuning pipil rebus yang lezat!

Catatan: Anda dapat menyesuaikan waktu perebusan sesuai dengan tekstur yang diinginkan. Jika ingin lebih kenyal, rebus jagung lebih lama. Jika ingin lebih lembut, rebus jagung lebih singkat.
","Jagung kuning pipil, rebus"
41,Ketupat ketan,212,4,5,39,"8,000",https://img-global.cpcdn.com/recipes/0aaf11f6ce42571c/680x482cq70/ketupat-ketanpadang-foto-resep-utama.jpg,"Bahan-bahan:

- 100 gram ketan putih
- Daun pandan secukupnya
- Air secukupnya
- 1/4 sendok teh garam

Langkah-langkah:

1. Cuci bersih ketan putih dan rendam dalam air selama minimal 4 jam atau semalaman. Tiriskan ketan setelah direndam.

2. Siapkan potongan-potongan daun pandan. Jika menggunakan daun pandan segar, bisa memarkan daun untuk mengeluarkan aroma lebih banyak.

3. Letakkan ketan putih dalam wadah panci atau pengukus.

4. Tambahkan air ke dalam panci atau pengukus hingga mencapai setengah tinggi ketan.

5. Masukkan daun pandan ke dalam panci atau pengukus bersama dengan ketan.

6. Tambahkan garam ke dalam ketan dan aduk rata.

7. Tutup panci atau pengukus dengan rapat.

8. Kukus ketan selama 30-40 menit dengan api sedang hingga ketan matang dan menjadi ketupat yang kenyal.

9. Setelah matang, angkat ketupat ketan dari panci atau pengukus dan biarkan sedikit dingin sebelum dihidangkan.

10. Ketupat ketan siap disajikan sebagai hidangan lezat, biasanya dimakan bersama dengan opor ayam, rendang, atau hidangan lainnya.

Selamat menikmati ketupat ketan yang lezat dan nikmat!

Catatan: Pastikan ketan telah direndam dengan baik untuk memastikan tekstur yang kenyal dan matangnya ketan.
",Ketupat ketan
42,"Ketan hitam, matang",181,4,1,37,"10,000",https://asset.kompas.com/crops/agGJ3o2lK5eMmT-VkGdijGLjgpQ=/0x0:1000x667/750x500/data/photo/2020/10/26/5f965ccbd7c1a.jpg,"Bahan-bahan:

- 100 gram ketan hitam
- Air secukupnya
- Gula kelapa secukupnya (sesuai selera)

Langkah-langkah:

1. Cuci bersih ketan hitam dan rendam dalam air selama minimal 4 jam atau semalaman. Tiriskan ketan setelah direndam.

2. Siapkan panci dan tambahkan air secukupnya. Pastikan air cukup untuk merebus ketan.

3. Masukkan ketan hitam ke dalam panci dengan air yang sudah mendidih.

4. Masak ketan hitam dengan api sedang hingga air mulai diserap oleh ketan dan ketan menjadi matang. Ini membutuhkan sekitar 15-20 menit.

5. Setelah ketan hitam matang, angkat dari panci dan tiriskan.

6. Sajikan ketan hitam matang dengan gula kelapa di atasnya. Anda juga dapat menambahkan kelapa parut sebagai pelengkap.

Selamat menikmati ketan hitam matang yang lezat dan kaya akan rasa!

Catatan: Selain gula kelapa, Anda juga dapat menggunakan santan atau saus manis sebagai tambahan pada ketan hitam matang sesuai selera.
","Ketan hitam, matang"
43,Ketoprak,153,8,8,13,"15,000",https://asset.kompas.com/crops/BiN_oCxCDgkO09b1B_FPfZuvGBw=/0x0:739x493/750x500/data/photo/2020/01/29/5e318845429db.jpg,"Bahan-bahan:

- 100 gram tahu putih, potong-potong
- 50 gram tauge (kecambah)
- 50 gram bihun, rendam dalam air panas hingga lunak
- 1 buah mentimun, iris tipis
- 1 buah telur rebus, potong-potong
- 2 sendok makan kacang tanah, sangrai dan haluskan
- 2 sendok makan kecap manis
- 1 sendok makan minyak goreng
- Garam secukupnya
- Lontong secukupnya, potong-potong

Bumbu Kacang:

- 3 sendok makan kacang tanah, sangrai dan haluskan
- 1 sendok makan gula merah, serut halus
- 2 sendok makan air asam jawa
- 2 sendok makan air matang
- 1/2 sendok teh garam
- 1/2 sendok teh terasi, sangrai

Langkah-langkah:

1. Panaskan minyak dalam wajan dan goreng potongan tahu hingga kecokelatan. Tiriskan tahu dan biarkan dingin.

2. Campur bahan bumbu kacang dalam wadah dan aduk hingga rata. Sisihkan.

3. Siapkan piring saji atau mangkuk, susun lontong, tahu goreng, tauge, bihun, irisan mentimun, dan potongan telur rebus.

4. Siram ketoprak dengan kecap manis dan bumbu kacang yang sudah disiapkan. Taburi dengan garam secukupnya.

5. Sajikan ketoprak dengan segera dan nikmati.

Selamat menikmati Ketoprak yang lezat dan khas!
",Ketoprak
44,Rendang,500,25,30,20,"30,000",https://cdn0-production-images-kly.akamaized.net/YHppKTMNcRz87-cP2Wrg5Ye8mFc=/1x112:1000x675/1200x675/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/3245094/original/043061400_1600750232-shutterstock_1786027046.jpg,"Bahan-bahan:

- 150 gram daging sapi, potong menjadi potongan kecil
- 1/2 buah kelapa parut, ambil santannya
- 2 lembar daun jeruk
- 2 lembar daun kunyit
- 1 batang serai, memarkan bagian putihnya
- 3 cm lengkuas, memarkan
- 3 buah cabai merah, iris tipis (opsional)
- 3 buah cabai rawit merah, iris tipis (opsional)
- 2 sendok makan minyak goreng
- 1 sendok makan gula merah, serut halus (opsional)
- Garam secukupnya

Bumbu Rendang:

- 5 butir bawang merah
- 3 siung bawang putih
- 3 buah cabai merah keriting
- 5 buah cabai rawit merah (sesuai selera)
- 2 cm jahe
- 2 cm kunyit
- 1/2 sendok teh jintan
- 1/2 sendok teh ketumbar
- 1/2 sendok teh merica
- 1/2 sendok teh bubuk kelapa

Langkah-langkah:

1. Haluskan semua bahan bumbu rendang menggunakan blender atau ulek manual hingga menjadi pasta halus.

2. Panaskan minyak dalam wajan atau panci, tumis bumbu rendang hingga harum dan matang.

3. Tambahkan potongan daging sapi ke dalam wajan atau panci, aduk rata hingga daging berubah warna.

4. Masukkan daun jeruk, daun kunyit, serai, lengkuas, dan santan kelapa ke dalam wajan atau panci.

5. Tambahkan irisan cabai merah dan cabai rawit merah (jika menggunakan). Aduk rata.

6. Biarkan rendang mendidih dengan api kecil dan tutup wajan atau panci. Masak rendang selama 2-3 jam atau hingga daging empuk dan bumbu meresap. Sesekali aduk dan periksa kekentalan rendang. Jika rendang terlalu kering, tambahkan sedikit air.

7. Setelah daging empuk dan bumbu meresap, tambahkan gula merah (jika menggunakan) dan garam secukupnya. Aduk rata dan masak rendang selama beberapa menit hingga bumbu tercampur sempurna.

8. Angkat rendang dari wajan atau panci dan sajikan dalam piring saji.

Selamat menikmati Rendang yang lezat dan kaya rempah!

Catatan: Waktu memasak rendang dapat bervariasi tergantung pada jenis dan kualitas daging yang digunakan. Pastikan untuk memasak rendang dengan api kecil agar bumbu meresap dan daging empuk.
",Rendang
45,Sambal Goreng Kentang,250,8,12,20,"12,000",https://img.okezone.com/content/2021/05/13/298/2409783/resep-sambal-goreng-kentang-ati-sajian-lebaran-menggugah-selera-heJkBQgEYK.jpg,"Bahan-bahan:

- 150 gram kentang, kupas dan potong dadu kecil
- 2 sendok makan minyak goreng
- 2 buah cabai merah, iris tipis
- 2 buah cabai hijau, iris tipis
- 2 siung bawang putih, cincang halus
- 2 cm lengkuas, memarkan
- 1 lembar daun salam
- 1 batang serai, memarkan
- 1/2 sendok teh terasi, bakar hingga harum
- Garam secukupnya
- Gula secukupnya
- Air secukupnya

Langkah-langkah:

1. Panaskan minyak dalam wajan atau penggorengan, tumis bawang putih, cabai merah, cabai hijau, lengkuas, daun salam, dan serai hingga harum.

2. Tambahkan potongan kentang ke dalam wajan atau penggorengan. Aduk rata hingga kentang terbalut bumbu.

3. Masukkan terasi yang sudah dibakar hingga harum ke dalam wajan atau penggorengan. Aduk rata.

4. Tuangkan sedikit air ke dalam wajan atau penggorengan dan tambahkan garam serta gula secukupnya. Aduk rata dan tutup wajan.

5. Masak kentang dengan api sedang hingga empuk dan bumbu meresap. Jika air sudah habis, tambahkan sedikit air lagi agar kentang tidak gosong.

6. Setelah kentang empuk dan bumbu meresap, cicipi dan sesuaikan rasa dengan garam dan gula jika diperlukan.

7. Angkat sambal goreng kentang dari wajan atau penggorengan dan sajikan dalam piring saji.

Selamat menikmati Sambal Goreng Kentang yang pedas dan lezat!

Catatan: Anda juga dapat menambahkan bahan lain seperti tahu, tempe, atau telur sebagai variasi dalam Sambal Goreng Kentang sesuai selera.
",Sambal Goreng Kentang
46,Pempek,250,12,15,20,"10,000",https://suarakampus.com/wp-content/uploads/2021/01/pempek.jpg,"Bahan-bahan:

- 100 gram ikan tenggiri, giling halus
- 50 gram sagu tani
- 1/2 sendok teh garam
- 1/4 sendok teh merica bubuk
- Air secukupnya
- Minyak goreng secukupnya

Bahan Cuko:

- 100 ml air matang
- 2 sendok makan air asam jawa
- 1 sendok makan gula merah, serut halus
- 1 sendok teh garam
- 1 sendok makan ebi (udang kering), haluskan (opsional)
- 2 buah cabai merah, iris tipis (opsional)

Langkah-langkah:

1. Campurkan ikan tenggiri yang sudah digiling halus, sagu tani, garam, dan merica bubuk dalam sebuah wadah. Aduk rata.

2. Tambahkan air sedikit-sedikit sambil terus diaduk hingga adonan bisa dipulung dan tidak lengket di tangan.

3. Bentuk adonan menjadi bulatan kecil atau sesuai selera. Lapisi dengan sedikit minyak goreng agar tidak lengket.

4. Panaskan minyak dalam wajan dengan api sedang. Goreng pempek hingga kecokelatan dan matang. Angkat dan tiriskan.

5. Untuk membuat cuko, campurkan air matang, air asam jawa, gula merah serut, garam, ebi yang sudah dihaluskan (jika menggunakan), dan cabai merah iris tipis (jika menggunakan) dalam sebuah wadah. Aduk rata hingga gula dan garam larut.

6. Sajikan pempek dengan cuko sebagai saus pelengkap. Anda juga bisa menambahkan irisan mentimun dan ebi yang dihaluskan sebagai topping.

Selamat menikmati Pempek yang kenyal dan lezat!

Catatan: Anda bisa menyesuaikan ukuran pempek sesuai dengan selera. Jika ingin variasi, Anda juga dapat menambahkan telur atau ikan tenggiri yang lebih banyak dalam adonan pempek.
",Pempek
47,Sate Ayam,300,20,10,25,"15,000",https://kbu-cdn.com/dk/wp-content/uploads/sate-ayam.jpg,"Bahan-bahan:

- 150 gram daging ayam, potong dadu
- 2 sendok makan kecap manis
- 1 sendok makan minyak goreng
- 1 sendok makan air jeruk nipis
- 1 sendok teh garam
- 1/2 sendok teh merica bubuk
- 4 tusuk sate, rendam dalam air

Bumbu Kacang:

- 50 gram kacang tanah, sangrai dan haluskan
- 1 siung bawang putih, cincang halus
- 1 sendok makan kecap manis
- 1 sendok teh gula merah, serut halus
- 1/2 sendok teh garam
- 1/4 sendok teh cabai bubuk (opsional)
- Air secukupnya

Langkah-langkah:

1. Rendam potongan daging ayam dalam campuran kecap manis, minyak goreng, air jeruk nipis, garam, dan merica bubuk. Diamkan selama 30 menit agar bumbu meresap.

2. Tusuk potongan daging ayam yang sudah direndam ke dalam tusuk sate yang telah direndam dalam air, sisihkan.

3. Siapkan panggangan atau grill pan. Panggang sate ayam di atas panggangan dengan api sedang hingga matang dan berwarna kecokelatan, bolak-balik hingga matang merata.

4. Sementara itu, siapkan bumbu kacang. Campurkan kacang tanah halus, bawang putih cincang, kecap manis, gula merah serut halus, garam, cabai bubuk (jika menggunakan), dan air secukupnya dalam sebuah wadah. Aduk rata hingga bumbu tercampur sempurna dan menjadi saus kental.

5. Sajikan sate ayam dengan bumbu kacang sebagai saus pelengkap. Anda juga bisa menambahkan irisan bawang merah, irisan cabai rawit, dan sejumput serundeng sebagai topping.

Selamat menikmati Sate Ayam yang lezat dan gurih!

Catatan: Anda juga bisa menambahkan irisan sayuran seperti mentimun, bawang merah, dan lontong sebagai pendamping sate ayam sesuai selera.
",Sate Ayam
48,Bakso,300,18,12,25,"10,000",https://www.masakapahariini.com/wp-content/uploads/2019/11/resep-mie-bakso.jpg,"Bahan-bahan:

- 100 gram daging sapi giling
- 50 gram tepung sagu
- 1 sendok makan tepung terigu
- 1 siung bawang putih, haluskan
- 1/2 sendok teh garam
- 1/4 sendok teh merica bubuk
- 1/4 sendok teh kaldu bubuk (opsional)
- Air es secukupnya
- Air kaldu sapi secukupnya

Bahan Pelengkap:

- Mie kuning rebus
- Tahu goreng
- Sawi hijau rebus
- Bawang goreng
- Kecap manis
- Sambal cabai (opsional)

Langkah-langkah:

1. Campurkan daging sapi giling, tepung sagu, tepung terigu, bawang putih halus, garam, merica bubuk, dan kaldu bubuk (jika menggunakan) dalam sebuah wadah. Aduk rata hingga tercampur sempurna.

2. Tambahkan air es sedikit-sedikit sambil terus diuleni hingga adonan bakso bisa dipulung dan elastis.

3. Panaskan air kaldu sapi dalam panci hingga mendidih.

4. Ambil sejumput adonan bakso dan bulatkan di tangan. Rebus bakso dalam air kaldu yang sudah mendidih hingga matang dan mengapung, sekitar 5-7 menit.

5. Angkat bakso dari air kaldu dan tiriskan.

6. Sajikan bakso dalam mangkuk dengan mie kuning rebus, tahu goreng, sawi hijau rebus, dan tambahkan bawang goreng. Tambahkan kecap manis dan sambal cabai sesuai selera.

Selamat menikmati Bakso yang kenyal dan lezat!

Catatan: Anda juga dapat menambahkan irisan bakso, pangsit goreng, atau bola tahu sebagai variasi dalam hidangan bakso sesuai selera.
",Bakso
49,Ketoprak,300,15,12,25,"18,000",https://asset.kompas.com/crops/BiN_oCxCDgkO09b1B_FPfZuvGBw=/0x0:739x493/750x500/data/photo/2020/01/29/5e318845429db.jpg,"Bahan-bahan:

- 100 gram tahu putih, potong-potong
- 50 gram tauge (kecambah)
- 50 gram bihun, rendam dalam air panas hingga lunak
- 1 buah mentimun, iris tipis
- 1 buah telur rebus, potong-potong
- 2 sendok makan kacang tanah, sangrai dan haluskan
- 2 sendok makan kecap manis
- 1 sendok makan minyak goreng
- Garam secukupnya
- Lontong secukupnya, potong-potong

Bumbu Kacang:

- 3 sendok makan kacang tanah, sangrai dan haluskan
- 1 sendok makan gula merah, serut halus
- 2 sendok makan air asam jawa
- 2 sendok makan air matang
- 1/2 sendok teh garam
- 1/2 sendok teh terasi, sangrai

Langkah-langkah:

1. Panaskan minyak dalam wajan dan goreng potongan tahu hingga kecokelatan. Tiriskan tahu dan biarkan dingin.

2. Campur bahan bumbu kacang dalam wadah dan aduk hingga rata. Sisihkan.

3. Siapkan piring saji atau mangkuk, susun lontong, tahu goreng, tauge, bihun, irisan mentimun, dan potongan telur rebus.

4. Siram ketoprak dengan kecap manis dan bumbu kacang yang sudah disiapkan. Taburi dengan garam secukupnya.

5. Sajikan ketoprak dengan segera dan nikmati.

Selamat menikmati Ketoprak yang lezat dan khas!
",Ketoprak
